 dmw idm ivc net ml theory
"Jascha Sohl-Dickstein" 0 0 0 0 23 0
"Jasjeet Sekhon" 1 0 0 0 0 0
"Jasleen Alexis" 0 0 0 1 0 0
"Jasleen Kaur" 1 0 0 5 0 0
"Jasleen Kaur 0001" 0 0 0 3 0 0
"Jasmeet Bagga" 0 0 0 1 0 0
"Jasmin Bogatinovski" 1 0 0 0 0 0
"Jasmina Bogojeska" 3 0 0 0 2 0
"Jasmina Omic" 0 0 0 1 0 0
"Jasmine Hsu" 0 0 1 0 0 0
"Jasmine Novak" 9 2 0 0 0 0
"Jasminko Novak" 1 0 0 0 0 0
"Jason A. Covey" 0 0 0 0 0 1
"Jason A. Fries" 0 1 0 0 0 0
"Jason A. Palmer" 0 0 0 0 3 0
"Jason Alan Fries" 0 0 0 0 1 0
"Jason Altschuler" 0 0 0 0 4 0
"Jason Anderson" 0 0 0 1 0 0
"Jason Andrew Wolfe" 0 0 0 0 1 0
"Jason B. LeBrun" 0 0 0 2 0 0
"Jason Baldridge" 0 0 0 0 1 0
"Jason Bayer" 0 0 0 0 0 1
"Jason Bennett" 1 0 0 0 0 0
"Jason Blais" 0 1 0 0 0 0
"Jason Brown" 0 0 1 0 0 0
"Jason Bunk" 0 0 1 0 0 0
"Jason Burch" 0 0 0 1 0 0
"Jason C. HandUber" 0 0 1 0 0 0
"Jason C. Isaacs" 0 0 3 0 0 0
"Jason Carpenter" 1 0 0 0 0 0
"Jason Castonguay" 0 0 0 1 0 0
"Jason Chang 0001" 0 0 2 0 2 0
"Jason Cheuk Nam Liang" 0 0 0 0 2 0
"Jason Chionh" 0 1 0 0 0 0
"Jason Cho" 1 0 0 0 0 0
"Jason Chuang" 0 0 0 0 1 0
"Jason Cloud" 0 0 0 1 0 0
"Jason Cong" 0 0 0 1 0 0
"Jason Crawford" 0 1 0 0 0 0
"Jason D. Hartline" 2 0 0 0 1 26
"Jason D. Lee" 0 0 0 0 39 0
"Jason D. M. Rennie" 0 0 0 0 4 0
"Jason D. R. Farquhar" 0 0 0 0 1 0
"Jason Dere" 0 1 0 0 0 0
"Jason Dong" 1 0 2 0 0 0
"Jason E. Fritts" 0 0 1 0 1 0
"Jason Eisner" 0 0 0 0 7 0
"Jason Farquhar" 0 0 0 0 1 0
"Jason Flannick" 1 0 0 0 0 0
"Jason Flinn" 0 0 0 3 0 0
"Jason Ge" 0 0 0 0 1 0
"Jason H. Li" 0 0 0 3 0 0
"Jason Holloway" 0 0 0 2 0 0
"Jason Hong" 2 0 0 0 0 0
"Jason Hongjun Li" 0 0 0 1 0 0
"Jason I. Hong" 7 0 0 2 0 0
"Jason Isenhower" 0 0 0 1 0 0
"Jason J. Corso" 2 0 23 0 0 0
"Jason J. Haas" 0 0 0 6 0 0
"Jason J. Liu" 0 0 1 0 0 0
"Jason J. Quinlan" 0 0 0 1 0 0
"Jason J. Yu" 0 0 0 0 1 0
"Jason Jackson" 0 1 0 0 0 0
"Jason K. Johnson" 0 0 0 0 3 0
"Jason Kuen" 0 0 4 0 1 0
"Jason Kuhns" 0 0 0 1 0 0
"Jason L. Lu" 1 0 0 0 0 0
"Jason L. Pacheco" 0 0 0 0 1 0
"Jason LeBrun" 0 0 0 1 0 0
"Jason Lee 0001" 0 0 0 1 0 0
"Jason Li" 1 0 0 0 0 5
"Jason Li 0006" 0 0 0 0 0 10
"Jason Liew" 1 0 0 0 0 0
"Jason Lines" 2 0 0 0 0 0
"Jason Liu" 0 0 0 2 0 0
"Jason Luciow" 1 0 0 0 0 0
"Jason M. Klusowski" 0 0 0 0 3 0
"Jason M. Reed" 0 1 0 0 0 0
"Jason M. Samonds" 0 0 0 0 1 0
"Jason M. Saragih" 0 0 6 0 1 0
"Jason M. Selzer" 0 0 1 0 0 0
"Jason Matusiak" 0 0 0 1 0 0
"Jason McCullough" 0 0 0 0 0 1
"Jason McFall" 0 0 0 0 1 0
"Jason McHugh" 0 2 0 0 0 0
"Jason Meltzer" 0 0 1 0 0 0
"Jason Molina" 0 0 0 1 0 0
"Jason N. Bank" 1 0 0 0 0 0
"Jason Naradowsky" 0 0 0 0 1 0
"Jason Nieh" 4 0 0 2 0 0
"Jason O. Hallstrom" 0 0 0 1 0 0
"Jason P. Jue" 0 0 0 3 0 0
"Jason Pacheco" 0 0 1 0 5 0
"Jason Pazis" 0 0 0 0 4 0
"Jason Polakis" 1 0 0 0 0 0
"Jason Portenoy" 1 0 0 0 0 0
"Jason R. Marden" 0 0 0 1 0 0
"Jason Ramapuram" 0 0 0 0 1 0
"Jason Redi" 0 0 0 1 0 0
"Jason Rennie" 0 0 0 0 2 0
"Jason Rentfrow" 1 0 0 0 0 0
"Jason Rock" 0 0 3 0 0 0
"Jason Rogers" 0 0 0 1 0 0
"Jason S. Hartford" 0 0 0 0 4 0
"Jason Salavon" 0 0 1 0 0 0
"Jason Schlessman" 0 0 2 0 0 0
"Jason Scott Mathias" 1 0 0 0 0 0
"Jason Simmons" 0 0 0 1 0 0
"Jason Sze" 0 0 0 1 0 0
"Jason T. Isaacs" 0 0 0 2 0 0
"Jason Thornton" 0 0 2 0 0 0
"Jason Tsong-Li Wang" 6 2 0 0 0 0
"Jason V. Davis" 2 0 0 0 2 0
"Jason Vandeventer" 0 0 1 0 0 0
"Jason W. Fleischer" 0 0 0 0 1 0
"Jason W. Pelecanos" 0 0 1 0 0 0
"Jason Wang" 1 0 0 0 0 0
"Jason Wei" 0 0 0 0 1 0
"Jason Weston" 2 0 1 0 33 0
"Jason Whitehouse" 0 1 0 0 0 0
"Jason Xu" 0 0 0 0 5 0
"Jason Y. Zhang 0001" 0 0 1 0 0 0
"Jason Y. Zien" 3 2 0 0 0 0
"Jason Yang" 0 0 0 1 0 0
"Jason Yosinski" 0 0 3 0 13 0
"Jason Zhang" 1 0 0 0 0 0
"Jason Ziglar" 0 0 1 0 0 0
"Jasper C. H. Lee" 0 0 0 0 0 1
"Jasper De Bock" 0 0 0 0 1 0
"Jasper Oosterman" 1 0 0 0 0 0
"Jasper R. R. Uijlings" 0 0 10 0 0 0
"Jasper Snoek" 1 0 1 0 14 0
"Jaspreet Singh" 3 0 0 0 0 0
"Jassim Aljuraidan" 1 0 0 0 0 0
"Jastinder Jawanda" 0 0 0 1 0 0
"Jathushan Rajasegaran" 1 0 2 0 1 0
"Jatin Batra" 0 0 0 0 0 2
"Jatin Bhatia" 0 0 0 1 0 0
"Jatin Chhugani" 0 4 0 0 0 0
"Jatin Malhotra" 0 0 1 0 0 0
"Jatin Shah" 0 0 0 0 0 1
"Jatinder Pal Singh" 1 0 0 5 0 0
"Jatinder Singh" 1 0 0 0 0 0
"Jaudelice Cavalcante de Oliveira" 0 0 0 2 0 0
"Jaume Amores" 0 0 2 0 0 0
"Jaume Barcel" 0 0 0 1 0 0
"Jaume Comellas" 0 0 0 1 0 0
"Javaan S. Chahl" 0 0 0 0 1 0
"Javad Amirian" 0 0 1 0 0 0
"Javad Azimi" 5 0 0 0 4 0
"Javad B. Ebrahimi" 0 0 0 0 0 1
"Javad Ghaderi" 0 0 0 8 0 0
"Javad Khangosstar" 0 0 0 1 0 0
"Javad Lavaei" 0 0 0 1 2 0
"Javad Nejati" 1 0 0 2 0 0
"Javed A. Aslam" 3 0 0 1 3 2
"Javed Ahmed" 0 0 1 0 0 0
"Javed M. Aman" 0 0 0 1 0 0
"Javen Shi" 0 0 2 0 0 0
"Javid Sadr" 0 0 0 0 1 0
"Javier A. Montoya-Zegarra" 0 0 1 0 0 0
"Javier A. Suarez Rivas" 1 0 0 0 0 0
"Javier Almingol" 0 0 0 0 1 0
"Javier Alonso-Mora" 0 0 0 0 1 0
"Javier Antorn" 0 0 0 0 1 0
"Javier Aracil" 0 0 0 2 0 0
"Javier Burroni" 1 0 0 0 1 0
"Javier Civera" 0 0 5 0 0 0
"Javier D. Fernndez" 4 0 0 0 0 0
"Javier Esparza" 0 0 0 0 0 6
"Javier Fernndez" 1 0 1 0 0 0
"Javier Garca-Garca 0001" 0 3 0 0 0 0
"Javier Gomez" 0 0 0 1 0 0
"Javier Gonzalez" 0 0 0 0 5 0
"Javier Gonzalvo" 0 0 0 0 1 0
"Javier Gonzlez" 0 0 0 0 2 0
"Javier Gonzlez Jimnez" 0 0 4 0 0 0
"Javier Gozlvez" 0 0 0 1 0 0
"Javier Grau Chopite" 0 0 1 0 0 0
"Javier Hernando" 0 0 2 0 0 0
"Javier Hidalgo-Carri" 0 0 1 0 0 0
"Javier Lazaro" 0 0 0 1 0 0
"Javier Lorenzo-Navarro" 0 0 1 0 0 0
"Javier Marn" 0 0 2 0 0 0
"Javier Moreno" 1 0 0 0 0 0
"Javier Nicols Snchez" 0 0 0 0 1 0
"Javier Pea" 0 0 0 0 2 0
"Javier Perez-Ramirez" 0 0 0 1 0 0
"Javier Poncela" 0 0 0 1 0 0
"Javier Preciozzi" 0 0 2 0 0 0
"Javier R. Movellan" 0 0 9 0 13 0
"Javier Ribera" 0 0 1 0 0 0
"Javier Romero 0002" 0 0 5 0 0 0
"Javier Ruiz Hidalgo" 0 0 1 0 0 0
"Javier S. Turek" 0 0 1 0 2 0
"Javier Sagastuy-Brea" 0 0 0 0 1 0
"Javier Sanz-Cruzado" 1 0 0 0 0 0
"Javier Tejedor-Sojo" 1 0 0 0 0 0
"Javier Turek" 0 0 0 0 2 0
"Javier Ubillos" 0 0 0 1 0 0
"Javier Vazquez-Corral" 0 0 2 0 0 0
"Jawad A. Salehi" 0 0 0 1 0 0
"Jawad Seddar" 0 0 0 1 0 0
"Jawadul H. Bappy" 0 0 4 0 0 0
"Jawed Karim" 1 0 0 0 0 0
"Jawwad N. Chattha" 0 0 0 2 0 0
"Jay A. Farrell" 0 0 1 0 0 0
"Jay A. McCarthy" 1 0 0 0 0 0
"Jay A. Patel" 0 0 0 1 0 0
"Jay Aikat" 0 0 0 3 0 0
"Jay Ayres" 1 0 0 0 0 0
"Jay Banerjee" 1 3 0 0 0 0
"Jay Bhatnagar" 0 0 2 0 0 0
"Jay Budzik" 2 0 0 0 0 0
"Jay Busch" 0 0 2 0 0 0
"Jay Chen" 3 1 0 8 0 0
"Jay Cheng" 0 0 0 15 0 0
"Jay Dunkelberger" 0 1 0 0 0 0
"Jay F. Lofstead" 0 0 0 2 0 0
"Jay Heo" 0 0 0 0 2 0
"Jay I. Myung" 0 0 0 0 1 0
"Jay K. Adams" 1 0 0 0 0 0
"Jay Kaimal" 0 0 0 1 0 0
"Jay Koven" 1 0 0 0 0 0
"Jay Kreps" 0 1 0 0 0 0
"Jay Kumar Sundararajan" 0 0 0 2 0 0
"Jay Lepreau" 0 0 0 1 0 0
"Jay Li" 1 0 0 0 0 0
"Jay Lohokare" 0 0 0 1 0 0
"Jay Lok" 0 0 0 1 0 0
"Jay Mahadeokar" 1 0 0 0 0 0
"Jay Nandy" 0 0 0 0 1 0
"Jay Patravali" 0 0 1 0 0 0
"Jay Pedersen" 1 0 0 0 0 0
"Jay Prakash" 0 0 0 1 0 0
"Jay Pujara" 5 6 0 0 0 0
"Jay Ren" 1 0 0 0 0 0
"Jay S. Stanley III" 0 0 0 0 1 0
"Jay Sethuraman" 1 0 0 0 0 5
"Jay Shah" 0 0 0 1 0 0
"Jay Summet" 0 0 1 0 0 0
"Jay Taneja" 0 0 0 1 0 0
"Jay Thom" 0 0 0 1 0 0
"Jay Winkeler" 0 0 1 0 0 0
"Jay Yagnik" 2 0 5 0 0 0
"Jay Yoon Lee" 2 0 0 0 0 0
"Jay Zarfoss" 0 0 0 1 0 0
"Jaya Kawale" 1 0 0 0 1 0
"Jaya Prakash Champati" 0 0 0 8 0 0
"Jayadev Acharya" 0 1 0 0 17 3
Jayadeva 0 0 0 0 1 0
"Jayakorn Vongkulbhisal" 0 0 4 0 0 0
"Jayakrishnan Nair" 0 0 0 2 1 0
"Jayalal Sarma" 0 0 0 0 0 2
"Jayan Eledath" 0 0 2 0 0 0
"Jayant Gupchup" 2 0 0 0 0 0
"Jayant Gupta" 1 0 0 0 0 0
"Jayant Kalagnanam" 6 0 0 0 1 0
"Jayant Krishnamurthy" 0 0 1 0 0 0
"Jayant Kumar" 0 0 5 0 0 0
"Jayant Madhavan" 2 11 0 0 0 0
"Jayant R. Haritsa" 1 15 0 0 0 0
"Jayant R. Kalagnanam" 2 0 0 0 0 0
"Jayant Sharma" 0 1 0 0 0 0
"Jayant Silva" 0 0 0 1 0 0
"Jayant Upadhyay" 0 0 0 0 0 1
"Jayanta Banerjee" 0 1 0 0 0 0
"Jayanta Basak" 0 0 1 1 0 0
"Jayanta K. Dey" 0 0 0 1 0 0
"Jayanta Mandi" 0 0 0 0 1 0
"Jayanta Mondal" 0 2 0 0 0 0
"Jayanth Koushik" 0 0 0 0 1 0
"Jayanth Nayak" 1 0 0 0 0 0
"Jayanth Shenoy" 0 0 0 1 0 0
"Jayanthkumar Kannan" 0 0 0 3 0 0
"Jayaram Mudigonda" 0 0 0 2 0 0
"Jayaraman J. Thiagarajan" 1 0 2 0 2 0
"Jayashree Kalpathy-Cramer" 1 0 0 0 0 0
"Jayashree Karlekar" 0 0 1 0 1 0
"Jayashree Subramanian" 0 0 0 1 0 0
"Jayasimha Katukuri" 1 0 0 0 0 0
"Jayasree Sengupta" 0 0 0 1 0 0
"Jayavardhan Reddy Peddamail" 1 0 0 0 0 0
"Jayavardhana Gubbi" 0 0 1 1 0 0
"Jayavel Shanmugasundaram" 7 19 0 0 0 0
"Jaydeep Sen" 0 3 0 0 0 0
"Jayden Ooi" 0 0 0 0 1 0
"Jayendra S. Parikh" 0 0 0 2 0 0
"Jayendra Venkateswaran" 0 1 0 0 0 0
"Jayesh Choudhari" 1 0 0 0 1 1
"Jayesh K. Gupta" 0 0 0 0 3 0
"Jayini Mukul Trivedi" 0 0 0 1 0 0
"Jayram S. Thathachar" 0 0 0 0 0 2
"Jayshree Agarwal" 1 0 0 0 0 0
"Jayson P. Salkey" 0 0 0 0 1 0
"Jaz S. Kandola" 0 0 0 0 8 0
"Jazmin Zamora" 0 0 0 1 0 0
"Je Hyeong Hong" 0 0 2 0 0 0
"Je-Yong Oh" 1 0 0 0 0 0
"Jean B. Lasserre" 0 0 0 0 2 0
"Jean Barbier" 0 0 0 0 6 0
"Jean Bolot" 2 0 0 10 0 0
"Jean Bourgain" 0 0 0 0 0 3
"Jean C. Walrand" 0 0 0 11 0 0
"Jean Cardinal" 0 0 0 0 0 5
"Jean Carle" 0 0 0 1 0 0
"Jean Choi" 0 0 1 0 0 0
"Jean Christoph Jung" 0 0 0 0 0 2
"Jean Daligault" 0 0 0 0 0 1
"Jean Devars" 0 0 1 0 0 0
"Jean Dumoncel" 0 0 1 0 0 0
"Jean Feng" 0 0 0 0 2 0
"Jean Feydy" 0 0 0 0 1 0
"Jean Fonlupt" 0 0 0 0 0 1
"Jean Gao" 1 0 2 0 0 0
"Jean Garcia-Gathright" 1 0 0 0 0 0
"Jean Goubault-Larrecq" 0 0 0 0 0 5
"Jean Grandbois" 0 1 0 0 0 0
"Jean H. Gallier" 0 0 1 0 0 0
"Jean Harb" 0 0 0 0 1 0
"Jean Hilger" 1 0 0 0 0 0
"Jean Honorio" 0 0 1 0 15 0
"Jean Kaddour" 0 0 0 0 1 0
"Jean Kossaifi" 0 0 4 0 1 0
"Jean Lafond" 0 0 0 0 2 0
"Jean Marc Kelif" 0 0 0 1 0 0
"Jean Morales" 0 0 0 0 1 0
"Jean Oh" 1 0 0 0 0 0
"Jean Ponce" 0 0 41 0 5 0
"Jean Pouget-Abadie" 4 0 0 0 3 0
"Jean Tarbouriech" 0 0 0 0 3 0
"Jean Tourrilhes" 0 0 0 3 0 0
"Jean de Becdelivre" 0 0 0 0 1 0
"Jean-Baptiste Alayrac" 0 0 5 0 4 0
"Jean-Baptiste Cordonnier" 0 0 0 0 1 0
"Jean-Baptiste Lapeyrie" 0 0 0 1 0 0
"Jean-Baptiste Lespiau" 0 0 0 0 1 0
"Jean-Baptiste Poline" 0 0 2 0 2 0
"Jean-Baptiste Rouquier" 1 0 0 0 0 0
"Jean-Baptiste Schiratti" 0 0 0 0 1 0
"Jean-Baptiste Tristan" 0 0 0 0 3 0
"Jean-Baptiste Weibel" 0 0 1 0 0 0
"Jean-Bastien Grill" 0 0 0 0 7 0
"Jean-Bernard Hayet" 0 0 3 0 0 0
"Jean-Charles Bazin" 0 0 2 0 0 0
"Jean-Christophe Janodet" 0 0 0 0 2 0
"Jean-Christophe Lachance" 1 0 0 0 0 0
"Jean-Christophe Souplet" 0 0 0 0 1 0
"Jean-Chrysostome Bolot" 0 0 0 7 0 0
"Jean-Claude Bermond" 0 0 0 1 0 0
"Jean-Claude Mamou" 0 1 0 0 0 0
"Jean-Claude Moissinac" 1 0 0 0 0 0
"Jean-Daniel Boissonnat" 0 0 1 0 0 4
"Jean-Daniel Fekete" 0 2 0 0 0 0
"Jean-Daniel Zucker" 0 0 0 0 2 0
"Jean-Denis Durou" 0 0 2 0 0 0
"Jean-Dominique Favreau" 0 0 1 0 0 0
"Jean-Eric Pin" 0 0 0 0 0 5
"Jean-Florent Raymond" 0 0 0 0 0 2
"Jean-Francis Roy" 0 0 0 0 1 0
"Jean-Francois Ton" 0 0 0 0 3 0
"Jean-Franois Biasse" 0 0 0 0 0 1
"Jean-Franois Boulicaut" 4 0 0 0 1 0
"Jean-Franois Chamberland" 0 0 0 2 0 0
"Jean-Franois Crespo" 1 0 0 0 1 0
"Jean-Franois Delaigle" 0 0 1 0 0 0
"Jean-Franois Giovannelli" 0 0 0 0 1 0
"Jean-Franois Im" 0 1 0 0 0 0
"Jean-Franois Lalande" 0 0 0 1 0 0
"Jean-Franois Lalonde" 0 0 6 0 0 0
"Jean-Franois Macq" 0 0 0 0 0 1
"Jean-Franois Muzy" 0 0 0 0 1 0
"Jean-Franois P. Labourdette" 0 0 0 1 0 0
"Jean-Franois Paiement" 0 0 0 0 3 0
"Jean-Franois Raskin" 0 0 0 0 0 8
"Jean-Franois Raymond" 0 0 0 0 0 2
"Jean-Franois Tomb" 2 0 0 0 0 0
"Jean-Guy Schneider" 1 0 0 0 0 0
"Jean-Jacques E. Slotine" 0 0 0 0 4 0
"Jean-Jacques Pansiot" 0 0 0 6 0 0
"Jean-Jacques Vandewalle" 0 1 0 0 0 0
"Jean-Laurent Costeux" 0 0 0 1 0 0
"Jean-Lou De Carufel" 0 0 0 0 0 1
"Jean-Louis Rougier" 0 0 0 1 0 0
"Jean-Loup Guillaume" 3 0 0 2 0 0
"Jean-Luc Darroux" 0 1 0 0 0 0
"Jean-Luc Dugelay" 0 0 3 0 0 0
"Jean-Luc Martinot" 0 0 0 0 1 0
"Jean-Luc Perret" 0 0 0 0 1 0
"Jean-Marc Andreoli" 1 0 0 0 0 0
"Jean-Marc Boucher" 0 0 1 0 0 0
"Jean-Marc Delosme" 0 0 1 0 0 0
"Jean-Marc Langlois" 1 0 0 0 0 0
"Jean-Marc Lasgouttes" 0 0 0 1 0 0
"Jean-Marc Odobez" 0 0 11 0 0 0
"Jean-Marc Patenaude" 1 0 0 0 0 0
"Jean-Marc Petit" 3 0 0 0 0 0
"Jean-Marc Talbot" 0 1 0 0 0 1
"Jean-Marie Gilliot" 1 0 0 0 0 0
"Jean-Marie Gorce" 0 0 0 3 0 0
"Jean-Marie Mirebeau" 0 0 1 0 0 0
"Jean-Michel Begon" 0 0 0 0 1 0
"Jean-Michel Dalle" 1 0 0 0 0 0
"Jean-Michel Dussoux" 0 0 0 0 2 0
"Jean-Michel Morel" 0 0 8 0 0 0
"Jean-Michel Renders" 4 0 1 0 1 0
"Jean-Pascal Pfister" 0 0 0 0 4 0
"Jean-Paul Calbimonte" 3 0 0 0 0 0
"Jean-Paul Noel" 0 0 0 0 1 0
"Jean-Paul Wagner" 0 0 0 1 0 0
"Jean-Philippe Avouac" 0 0 0 0 1 0
"Jean-Philippe Bauchet" 0 0 1 0 0 0
"Jean-Philippe Gayon" 0 0 0 0 0 1
"Jean-Philippe Magu" 1 0 0 0 0 0
"Jean-Philippe Morin" 0 0 1 0 0 0
"Jean-Philippe Mtivier" 1 0 0 0 0 0
"Jean-Philippe Nicot" 1 0 0 0 0 0
"Jean-Philippe Pellet" 0 0 0 0 1 0
"Jean-Philippe Pons" 0 0 5 0 0 0
"Jean-Philippe Tardif" 0 0 2 0 0 0
"Jean-Philippe Tarel" 0 0 5 0 0 0
"Jean-Philippe Thiran" 0 0 6 0 0 0
"Jean-Philippe Vasseur" 0 0 0 2 0 0
"Jean-Philippe Vert" 0 0 0 0 23 0
"Jean-Pierre A. Kocher" 1 0 0 0 0 0
"Jean-Pierre Chevallet" 1 0 0 0 0 0
"Jean-Pierre Chevrot" 1 0 0 0 0 0
"Jean-Pierre David" 0 0 0 0 1 0
"Jean-Pierre Garcia" 0 0 0 1 0 0
"Jean-Pierre Hubaux" 0 0 0 20 0 0
"Jean-Pierre Jessel" 0 0 1 0 0 0
"Jean-Pierre Martens" 0 0 0 0 1 0
"Jean-Pierre Mller" 0 0 0 1 0 0
"Jean-Pierre Seifert" 0 0 0 0 0 1
"Jean-Pierre Tillich" 0 0 0 0 0 1
"Jean-Ren Duhamel" 0 0 0 0 1 0
"Jean-Ronan Vigouroux" 1 0 0 0 0 0
"Jean-Samuel Leboeuf" 0 0 0 0 1 0
"Jean-Sbastien Brunner" 2 1 0 0 0 0
"Jean-Sbastien Franco" 0 0 11 0 0 0
"Jean-Sbastien Sereni" 0 0 0 0 0 1
"Jean-Sebastien Pierrard" 0 0 1 0 0 0
"Jean-Sebastien Samson" 0 0 1 0 0 0
"Jean-Yves Audibert" 0 0 4 0 12 0
"Jean-Yves Bouguet" 0 0 3 0 0 0
"Jean-Yves Delort" 2 0 0 0 0 0
"Jean-Yves Franceschi" 0 0 0 0 2 0
"Jean-Yves Guillemaut" 0 0 3 0 0 0
"Jean-Yves Le Boudec" 0 0 0 19 0 0
"Jean-Yves Schneider" 0 0 0 0 1 0
"Jeanine Weienfels" 0 1 0 0 0 0
"Jeanna N. Matthews" 4 0 0 1 0 0
"Jeanne M. VanBriesen" 1 0 0 0 0 0
"Jeanne Townsend" 0 0 0 0 1 0
"Jeannette M. Wing" 2 0 0 0 1 0
"Jeannie R. Albrecht" 1 0 0 0 0 0
"Jeany Son" 0 0 2 0 1 0
"Jeasurk Yang" 1 0 0 0 0 0
"Jechang Jeong" 0 0 8 0 0 0
"Jed Irvine" 1 0 0 0 0 0
"Jed Liu" 0 0 0 1 0 0
"Jed W. Pitera" 1 0 0 0 0 0
"Jed Zaretzki" 0 0 0 0 1 0
"Jedediah M. Singer" 0 0 0 0 1 0
"Jedidiah R. Crandall" 0 0 0 4 0 0
"Jedrzej Kaniewski" 0 0 0 0 0 1
"Jedrzej Kozerawski" 0 0 1 0 0 0
"Jedsadakorn Yonchorhor" 0 0 0 0 1 0
"Jee Won Park" 0 0 0 0 1 0
"Jeebak Mitra" 0 0 0 1 0 0
"Jeeheh Oh" 1 0 0 0 0 0
"Jeehoon Lee" 1 0 0 0 0 0
"Jeen Broekstra" 3 0 0 0 0 0
"Jeena Sebastian" 0 0 0 1 0 0
"Jees Augustine" 0 1 0 0 0 0
"Jeesoo Kim" 0 0 2 0 1 0
"Jeet Mohapatra" 0 0 1 0 1 0
"Jeet Patani" 0 0 0 1 0 0
"Jeetu Raj" 1 0 0 0 0 0
"Jeevana Priya Inala" 0 0 0 0 1 0
"Jeewoo Yoon" 1 0 0 0 0 0
"Jeeyoung Kim" 0 0 0 1 0 0
"Jef Wijsen" 1 6 0 0 0 0
"Jeff A. Bilmes" 0 0 1 0 41 0
"Jeff Abrahamson" 0 0 1 0 0 0
"Jeff Achtermann" 1 0 0 0 0 0
"Jeff Bach" 0 0 1 0 0 0
"Jeff Bailey" 0 0 0 1 0 0
"Jeff Barr" 1 0 0 0 0 0
"Jeff Bernhardt" 0 1 0 0 0 0
"Jeff Burke" 0 0 0 2 0 0
"Jeff Calder" 0 0 0 0 2 0
"Jeff Cheeger" 0 0 0 0 0 1
"Jeff Clune" 0 0 2 0 6 0
"Jeff Dalton 0001" 0 1 0 0 0 0
"Jeff Dean" 1 1 0 0 2 0
"Jeff Donahue" 2 0 4 0 4 0
"Jeff Edmonds" 0 0 0 0 0 12
"Jeff Erickson 0001" 0 2 0 0 0 21
"Jeff F. Conn" 0 0 1 0 0 0
"Jeff Ford" 0 0 0 0 0 1
"Jeff G. Schneider" 9 0 1 0 32 0
"Jeff Hammerbacher" 0 1 0 0 0 0
"Jeff Heflin" 2 0 0 0 0 0
"Jeff Huang 0002" 2 0 0 0 0 0
"Jeff Jacobs" 2 0 0 0 0 0
"Jeff Kahn" 0 0 0 0 0 1
"Jeff Ko" 0 0 0 1 0 0
"Jeff Kusnitz" 0 0 1 0 0 0
"Jeff L. Stimpson" 0 0 0 0 1 0
"Jeff LeFevre" 0 5 0 0 0 0
"Jeff Lichtman" 0 0 1 0 0 0
"Jeff M. Phillips" 7 4 0 0 1 6
"Jeff Michels" 0 0 0 0 1 0
"Jeff Mitchell" 1 0 0 0 0 0
"Jeff Omhover" 2 0 0 0 0 0
"Jeff P. Simmons" 0 0 2 0 0 0
"Jeff Pasternack" 3 0 0 0 0 0
"Jeff Pavel" 0 1 0 0 0 0
"Jeff Pollock" 0 1 0 0 0 0
"Jeff Pool" 0 0 1 0 2 0
"Jeff Provost" 0 0 0 1 0 0
"Jeff Rasley" 1 0 0 1 0 0
"Jeff Riihimaki" 0 1 0 0 0 0
"Jeff Rowe" 0 0 0 1 0 0
"Jeff Rowland" 1 0 0 0 0 0
"Jeff S. Shamma" 0 0 0 0 0 1
"Jeff Schneider 0001" 0 0 0 0 3 0
"Jeff Sedayao" 0 0 0 1 0 0
"Jeff Shute" 0 1 0 0 0 0
"Jeff Smith" 0 0 1 0 0 0
"Jeff Stokes" 0 2 0 0 0 0
"Jeff Strickrott" 1 0 0 0 0 0
"Jeff Terrace" 0 1 0 0 0 0
"Jeff Terrell" 0 0 0 1 0 0
"Jeff Ubois" 1 0 0 0 0 0
"Jeff W. Lichtman" 0 0 2 0 0 0
"Jeff Wigdahl" 1 0 0 0 0 0
"Jeff Xu" 0 0 0 0 0 1
"Jeff Yan" 2 0 0 0 0 0
"Jeff Z. HaoChen" 0 0 0 0 1 0
"Jeff Z. Pan" 5 0 0 0 0 0
"Jefferson A. Coelho Jr." 0 0 0 0 1 0
"Jefferson Lai" 0 0 0 1 0 0
"Jeffery Ansah" 1 0 0 0 0 0
"Jeffery Feng" 0 0 1 0 0 0
"Jeffery Kinnison" 0 0 1 0 0 0
"Jeffery Kline" 0 0 0 2 0 0
"Jeffery McManus" 1 0 0 0 0 0
"Jeffery R. Westbrook" 0 0 0 1 0 5
"Jeffery Yufei Liu" 1 0 0 0 0 0
"Jeffrey A. Bilmes" 0 0 0 0 1 0
"Jeffrey A. Graves" 1 0 0 0 0 0
"Jeffrey A. Kaye" 0 0 0 0 1 0
"Jeffrey B. Carruthers" 0 0 0 1 0 0
"Jeffrey B. Remmel" 0 1 0 0 0 0
"Jeffrey Benkler" 2 0 0 0 0 0
"Jeffrey Borwey" 1 0 0 0 0 0
"Jeffrey C. Jackson" 0 0 0 0 8 1
"Jeffrey C. Mogul" 3 0 0 7 0 0
"Jeffrey Caplan" 0 0 2 0 0 0
"Jeffrey Chan" 7 0 0 0 1 0
"Jeffrey Clune" 0 0 0 0 2 0
"Jeffrey Cohen" 0 1 0 0 0 0
"Jeffrey Considine" 0 0 0 1 0 0
"Jeffrey D. Oldham" 0 0 0 0 0 2
"Jeffrey D. Ullman" 0 11 0 0 0 0
"Jeffrey Davis" 0 1 0 0 0 0
"Jeffrey De Fauw" 0 0 0 0 3 0
"Jeffrey Dean" 2 1 0 0 4 0
